Local time in East Boston (airport),T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss,
09.08.2020 17:00,85.0,761.2,761.6,-1.2,53,Wind blowing from the south,6,,,70 – 80%., ,,,,,,,1500-2000,,,16.0,66.0,,,,,,,
09.08.2020 14:00,81.0,762.4,762.8,-1.1,58,Wind blowing from the east-southeast,4,,,70 – 80%., ,,,69.0,91.0,,,1500-2000,,,16.0,65.0,,,,,,,
09.08.2020 11:00,85.0,763.5,764.0,-0.7,55,Wind blowing from the west-southwest,2,,,50%, ,,,,,,,1500-2000,,,16.0,67.0,,,,,,,
09.08.2020 08:00,73.0,764.2,764.7,0.0,81,Wind blowing from the south-west,4,,,70 – 80%., ,,,67.0,78.0,,,600-1000,,,16.0,67.0,,,,,,,
09.08.2020 05:00,68.0,764.2,764.7,0.0,90,Wind blowing from the south-west,4,,,50%, ,,,,,,,300-600,,,16.0,65.0,,,,,,,
09.08.2020 02:00,70.0,764.2,764.8,-0.8,84,Wind blowing from the south-southwest,5,,,no clouds, ,,,66.0,73.0,,,,,,16.0,65.0,,,,,,,
08.08.2020 23:00,72.0,765.0,765.4,1.1,79,Wind blowing from the south-southwest,5,,,no clouds, ,,,,,,,,,,16.0,65.0,,,,,,,
08.08.2020 20:00,69.0,763.9,764.4,-0.3,70,Wind blowing from the east-southeast,4,,,20–30%., ,,,66.0,78.0,,,1000-1500,,,16.0,59.0,,,,,,,
08.08.2020 17:00,74.0,764.2,764.8,-1.0,60,Wind blowing from the east,6,,,20–30%., ,,,,,,,1500-2000,,,16.0,59.0,,,,,,,
08.08.2020 14:00,77.0,765.2,765.7,-1.1,47,Wind blowing from the east,4,,,50%, ,,,68.0,78.0,,,1500-2000,,,16.0,55.0,,,,,,,
08.08.2020 11:00,74.0,766.3,766.9,0.3,48,Wind blowing from the east-southeast,3,,,70 – 80%., ,,,,,,,1500-2000,,,16.0,53.0,,,,,,,
08.08.2020 08:00,70.0,766.0,766.5,0.8,76,"Calm, no wind",0,,,70 – 80%., ,,,65.0,76.0,,,1500-2000,,,16.0,62.0,,,,,,,
08.08.2020 05:00,67.0,765.2,765.8,-0.3,81,Wind blowing from the north-northeast,2,,,70 – 80%., ,,,,,,,"2500 or more, or no clouds.",,,16.0,61.0,,,,,,,
08.08.2020 02:00,66.0,765.5,766.0,0.0,84,Wind blowing from the north-east,2,,,20–30%., ,,,65.0,72.0,,,"2500 or more, or no clouds.",,,16.0,61.0,,,,,,,
07.08.2020 23:00,66.0,765.5,766.0,0.0,84,Wind blowing from the east-northeast,2,,,50%, ,,,,,,,"2500 or more, or no clouds.",,,16.0,61.0,,,,,,,
07.08.2020 20:00,68.0,765.5,766.0,0.3,87,Wind blowing from the east,3,,,70 – 80%., ,,,67.0,76.0,,,"2500 or more, or no clouds.",,,16.0,64.0,,,,,,,
07.08.2020 17:00,72.0,765.2,765.8,-0.8,79,Wind blowing from the east-northeast,4,,,70 – 80%., ,,,,,,,1000-1500,,,16.0,65.0,,,,,,,
07.08.2020 14:00,69.0,766.0,766.5,-0.5,78,Wind blowing from the east-northeast,5,,,100%, ,,,69.0,76.0,,,1500-2000,,,16.0,62.0,,,,,,,
07.08.2020 11:00,74.0,766.5,766.9,0.8,52,Wind blowing from the north-east,3,,,100%, ,,,,,,,1500-2000,,,16.0,55.0,,,,,,,
07.08.2020 08:00,71.0,765.7,766.3,0.7,59,Wind blowing from the south-east,2,,,100%, ,,,67.0,84.0,,,1500-2000,,,16.0,56.0,,,,,,,
07.08.2020 05:00,68.0,765.0,765.4,0.3,65,"Calm, no wind",0,,,100%, ,,,,,,,1500-2000,,,16.0,56.0,,,,,,,
07.08.2020 02:00,68.0,764.7,765.4,0.0,73,Wind blowing from the north-east,2,,,70 – 80%., ,,,68.0,77.0,,,"2500 or more, or no clouds.",,,16.0,59.0,,,,,,,
06.08.2020 23:00,75.0,764.7,765.2,1.2,52,Wind blowing from the west,2,,,100%, ,,,,,,,1500-2000,,,16.0,56.0,,,,,,,
06.08.2020 20:00,70.0,763.5,764.1,0.3,68,Wind blowing from the east,4,,,70 – 80%., ,,,70.0,84.0,,,1500-2000,,,16.0,59.0,,,,,,,
06.08.2020 17:00,81.0,763.2,763.6,-0.7,42,Wind blowing from the south-west,4,8,,70 – 80%., ,,,,,,,1500-2000,,,16.0,56.0,,,,,,,
06.08.2020 14:00,77.0,763.9,764.5,-0.8,47,Wind blowing from the south-east,5,,,70 – 80%., ,,,73.0,83.0,,,1500-2000,,,16.0,55.0,,,,,,,
06.08.2020 11:00,79.0,764.7,765.2,0.2,41,Wind blowing from the west,3,,,70 – 80%., ,,,,,,,"2500 or more, or no clouds.",,,16.0,53.0,,,,,,,
06.08.2020 08:00,73.0,764.5,764.8,0.8,50,Wind blowing from the west-northwest,3,,,20–30%., ,,,70.0,92.0,,,2000-2500,,,16.0,53.0,,,,,,,
06.08.2020 05:00,71.0,763.7,764.1,0.7,49,Wind blowing from the west,3,,,50%, ,,,,,,,2000-2500,,,16.0,51.0,,,,,,,
06.08.2020 02:00,73.0,763.0,763.4,0.8,50,Wind blowing from the west-northwest,3,,,20–30%., ,,,70.0,84.0,,,2000-2500,,,16.0,53.0,,,,,,,
05.08.2020 23:00,77.0,762.2,762.7,1.8,48,Wind blowing from the west-northwest,5,,,50%, ,,,,,,,2000-2500,,,16.0,56.0,,,,,,,
05.08.2020 20:00,84.0,760.4,760.9,0.7,38,Wind blowing from the west-southwest,7,,,20–30%., ,,,70.0,92.0,,,1500-2000,,,16.0,56.0,,,,,,,
05.08.2020 17:00,89.0,759.7,760.1,-0.5,36,Wind blowing from the west-southwest,6,,,50%, ,,,,,,,1500-2000,,,16.0,59.0,,,,,,,
05.08.2020 14:00,89.0,760.2,760.6,-0.7,38,Wind blowing from the south-southwest,8,11,,70 – 80%., ,,,73.0,90.0,,,1500-2000,,,16.0,60.0,,,,,,,
05.08.2020 11:00,85.0,760.9,761.4,0.5,51,Wind blowing from the west-southwest,5,,,20–30%., ,,,,,,,1000-1500,,,16.0,65.0,,,,,,,
05.08.2020 08:00,75.0,760.4,761.0,1.0,79,Wind blowing from the south-west,6,,,50%, ,,,70.0,79.0,,,600-1000,,,16.0,68.0,,,,,,,
05.08.2020 05:00,71.0,759.4,759.9,0.3,87,Wind blowing from the south-west,5,,,20–30%., ,,,,,,,"2500 or more, or no clouds.",,,16.0,67.0,,,,,,,
05.08.2020 02:00,72.0,759.1,759.7,1.5,79,Wind blowing from the south-west,7,,,20–30%., ,,,70.0,75.0,,,"2500 or more, or no clouds.",,,16.0,65.0,,,,,,,
04.08.2020 23:00,74.0,757.6,758.2,2.5,74,Wind blowing from the south-west,9,12,,20–30%., ,,,,,,,"2500 or more, or no clouds.",,,16.0,65.0,,,,,,,
04.08.2020 20:00,75.0,755.1,755.5,-0.5,71,Wind blowing from the south,14,17,,70 – 80%., ,,,70.0,79.0,,,300-600,,,16.0,65.0,4.0,6,,,,,
04.08.2020 17:00,78.0,755.6,756.0,-4.8,79,Wind blowing from the south-east,13,21,,100%,"Rain, not freezing, continuous, slight at time of observation. ",,,,,,,600-1000,,,11.0,71.0,Trace of precipitation,3,,,,,
04.08.2020 14:00,76.0,760.4,761.0,-1.8,82,Wind blowing from the east-southeast,6,,,100%, ,,,72.0,76.0,,,600-1000,,,16.0,70.0,,,,,,,
04.08.2020 11:00,73.0,762.2,762.8,-0.5,87,Wind blowing from the east-northeast,3,,,100%, ,,,,,,,50-100,,,16.0,69.0,,,,,,,
04.08.2020 08:00,74.0,762.7,763.3,0.3,88,"Calm, no wind",0,,,100%, ,,,70.0,92.0,,,"2500 or more, or no clouds.",,,16.0,70.0,,,,,,,
04.08.2020 05:00,74.0,762.4,763.0,-0.6,79,Wind blowing from the east,2,,,70 – 80%., ,,,,,,,1500-2000,,,16.0,67.0,,,,,,,
04.08.2020 02:00,74.0,763.0,763.4,0.0,74,Wind blowing from the east-southeast,2,,,70 – 80%., ,,,72.0,85.0,,,1500-2000,,,16.0,65.0,,,,,,,
03.08.2020 23:00,82.0,763.0,763.4,1.6,46,Wind blowing from the north-west,2,,,70 – 80%., ,,,,,,,1500-2000,,,16.0,59.0,,,,,,,
03.08.2020 20:00,85.0,761.4,762.0,1.2,46,Wind blowing from the west-northwest,5,,,70 – 80%., ,,,76.0,92.0,,,1500-2000,,,16.0,62.0,,,,,,,
03.08.2020 17:00,89.0,760.2,760.6,0.5,41,Wind blowing from the west,5,11,,50%, ,,,,,,,1500-2000,,,16.0,62.0,,,,,,,
03.08.2020 14:00,91.0,759.7,760.0,0.3,37,Wind blowing from the west,7,11,,20–30%., ,,,76.0,92.0,,,1500-2000,,,16.0,61.0,,,,,,,
03.08.2020 11:00,88.0,759.4,760.0,0.5,42,Wind blowing from the south-west,10,13,,50%, ,,,,,,,1000-1500,,,16.0,62.0,,,,,,,
03.08.2020 08:00,82.0,758.9,759.5,0.5,67,Wind blowing from the south-west,7,11,,50%, ,,,76.0,87.0,,,"2500 or more, or no clouds.",,,16.0,70.0,,,,,,,
03.08.2020 05:00,76.0,758.4,758.8,0.5,91,Wind blowing from the south-southwest,4,,,50%, ,,,,,,,600-1000,,,16.0,73.0,,,,,,,
03.08.2020 02:00,78.0,757.9,758.4,-0.7,87,Wind blowing from the south-southwest,5,,,70 – 80%., ,,,70.0,79.0,,,300-600,,,16.0,74.0,,,,,,,
02.08.2020 23:00,77.0,758.6,759.2,-0.8,88,Wind blowing from the south,6,,,70 – 80%., ,,,,,,,300-600,,,16.0,73.0,,,,,,,
02.08.2020 20:00,77.0,759.4,759.8,0.0,85,Wind blowing from the south,7,,,100%, ,,,70.0,87.0,,,300-600,,,16.0,72.0,2.0,6,,,,,
02.08.2020 17:00,82.0,759.4,760.0,-0.8,60,Wind blowing from the south,8,,,70 – 80%., ,,,,,,,1000-1500,,,16.0,67.0,Trace of precipitation,3,,,,,
02.08.2020 14:00,84.0,760.2,760.7,-1.0,51,Wind blowing from the south-southeast,7,,,70 – 80%., ,,,74.0,85.0,,,600-1000,,,16.0,64.0,,,,,,,
02.08.2020 11:00,82.0,761.2,761.8,0.0,56,Wind blowing from the south,5,,,70 – 80%., ,,,,,,,600-1000,,,16.0,65.0,,,,,,,
02.08.2020 08:00,74.0,761.2,761.8,0.3,85,Wind blowing from the south,4,,,70 – 80%., ,,,70.0,81.0,,,"2500 or more, or no clouds.",,,16.0,69.0,,,,,,,
02.08.2020 05:00,71.0,760.9,761.5,0.0,87,Wind blowing from the south,3,,,50%, ,,,,,,,2000-2500,,,16.0,67.0,,,,,,,
02.08.2020 02:00,72.0,760.9,761.4,-0.3,87,Wind blowing from the south,3,,,70 – 80%., ,,,69.0,76.0,,,2000-2500,,,16.0,68.0,,,,,,,
01.08.2020 23:00,74.0,761.2,761.8,1.3,79,Wind blowing from the south,4,,,70 – 80%., ,,,,,,,"2500 or more, or no clouds.",,,16.0,67.0,,,,,,,
01.08.2020 20:00,76.0,759.9,760.5,0.2,62,Wind blowing from the east,4,,,20–30%., ,,,69.0,81.0,,,2000-2500,,,16.0,62.0,,,,,,,
01.08.2020 17:00,78.0,759.7,760.2,-0.2,58,Wind blowing from the east-southeast,6,,,20–30%., ,,,,,,,1500-2000,,,16.0,62.0,,,,,,,
01.08.2020 14:00,80.0,759.9,760.6,0.0,60,Wind blowing from the east,5,,,20–30%., ,,,71.0,81.0,,,1500-2000,,,16.0,65.0,,,,,,,
01.08.2020 11:00,80.0,759.9,760.5,0.5,54,Wind blowing from the east,4,,,20–30%., ,,,,,,,600-1000,,,16.0,62.0,,,,,,,
01.08.2020 08:00,74.0,759.4,759.8,1.8,69,Wind blowing from the north,2,,,20–30%., ,,,68.0,77.0,,,"2500 or more, or no clouds.",,,16.0,63.0,,,,,,,
01.08.2020 05:00,71.0,757.6,758.2,0.0,76,Wind blowing from the west-northwest,3,,,20–30%., ,,,,,,,"2500 or more, or no clouds.",,,16.0,63.0,,,,,,,
01.08.2020 02:00,73.0,757.6,758.2,-0.3,71,"Calm, no wind",0,,,20–30%., ,,,68.0,77.0,,,"2500 or more, or no clouds.",,,16.0,63.0,,,,,,,
31.07.2020 23:00,68.0,757.9,758.4,1.0,90,"Calm, no wind",0,,,no clouds, ,,,,,,,,,,16.0,65.0,,,,,,,
31.07.2020 20:00,71.0,756.9,757.5,0.5,84,Wind blowing from the east,4,,,20–30%., ,,,71.0,77.0,,,1500-2000,,,16.0,66.0,,,,,,,
31.07.2020 17:00,76.0,756.4,756.8,-0.2,72,Wind blowing from the east,5,,,70 – 80%., ,,,,,,,1000-1500,,,16.0,66.0,,,,,,,
31.07.2020 14:00,77.0,756.6,757.1,-0.7,64,Wind blowing from the east,4,,,50%, ,,,72.0,77.0,,,1000-1500,,,16.0,64.0,,,,,,,
31.07.2020 11:00,76.0,757.3,757.9,0.2,60,Wind blowing from the east-northeast,4,,,50%, ,,,,,,,"2500 or more, or no clouds.",,,16.0,61.0,,,,,,,
31.07.2020 08:00,72.0,757.1,757.6,0.7,64,Wind blowing from the west,3,,,70 – 80%., ,,,70.0,87.0,,,"2500 or more, or no clouds.",,,16.0,59.0,,,,,,,
31.07.2020 05:00,73.0,756.4,756.9,0.0,62,Wind blowing from the north-west,3,,,70 – 80%., ,,,,,,,"2500 or more, or no clouds.",,,16.0,59.0,,,,,,,
31.07.2020 02:00,76.0,756.4,756.9,-0.5,62,Wind blowing from the west-northwest,2,,,no clouds, ,,,70.0,80.0,,,,,,16.0,62.0,,,,,,,
30.07.2020 23:00,79.0,756.9,757.4,0.5,54,Wind blowing from the west,4,,,70 – 80%., ,,,,,,,"2500 or more, or no clouds.",,,16.0,61.0,,,,,,,
30.07.2020 20:00,75.0,756.4,756.7,1.1,71,Wind blowing from the east-northeast,2,,,70 – 80%., ,,,72.0,87.0,,,600-1000,,,16.0,65.0,,,,,,,
30.07.2020 17:00,87.0,755.3,755.9,-1.1,46,Wind blowing from the west-southwest,7,,,100%, ,,,,,,,1500-2000,,,16.0,64.0,,,,,,,
30.07.2020 14:00,80.0,756.4,756.7,-0.9,64,Wind blowing from the east,5,,,70 – 80%., ,,,76.0,85.0,,,1500-2000,,,16.0,67.0,,,,,,,
30.07.2020 11:00,83.0,757.3,757.8,-0.3,55,Wind blowing from the south-east,3,,,20–30%., ,,,,,,,1500-2000,,,16.0,65.0,,,,,,,
30.07.2020 08:00,76.0,757.6,758.2,0.0,69,,2,,,100%, ,,,73.0,87.0,,,"2500 or more, or no clouds.",,,16.0,65.0,,,,,,,
30.07.2020 05:00,74.0,757.6,758.2,-0.5,74,"Calm, no wind",0,,,100%, ,,,,,,,"2500 or more, or no clouds.",,,16.0,65.0,,,,,,,
30.07.2020 02:00,75.0,758.1,758.6,0.0,71,Wind blowing from the west-southwest,6,,,70 – 80%., ,,,73.0,82.0,,,"2500 or more, or no clouds.",,,16.0,65.0,,,,,,,
29.07.2020 23:00,76.0,758.1,758.8,0.5,62,Wind blowing from the south-southwest,5,,,20–30%., ,,,,,,,2000-2500,,,16.0,62.0,,,,,,,
29.07.2020 20:00,82.0,757.6,758.0,0.5,49,Wind blowing from the south,5,,,20–30%., ,,,73.0,87.0,,,1500-2000,,,16.0,61.0,,,,,,,
29.07.2020 17:00,86.0,757.1,757.6,-1.0,43,Wind blowing from the south,6,9,,70 – 80%., ,,,,,,,1500-2000,,,16.0,61.0,,,,,,,
29.07.2020 14:00,82.0,758.1,758.8,-1.0,47,Wind blowing from the east-southeast,5,,,70 – 80%., ,,,75.0,87.0,,,2000-2500,,,16.0,60.0,,,,,,,
29.07.2020 11:00,86.0,759.1,759.7,0.0,37,Wind blowing from the west-northwest,2,,,20–30%., ,,,,,,,"2500 or more, or no clouds.",,,16.0,57.0,,,,,,,
29.07.2020 08:00,75.0,759.1,759.7,0.7,54,Wind blowing from the west,5,8,,50%, ,,,73.0,95.0,,,"2500 or more, or no clouds.",,,16.0,57.0,,,,,,,
29.07.2020 05:00,73.0,758.4,758.9,0.8,55,Wind blowing from the west,4,,,70 – 80%., ,,,,,,,"2500 or more, or no clouds.",,,16.0,56.0,,,,,,,
29.07.2020 02:00,77.0,757.6,758.2,0.5,50,Wind blowing from the west,5,,,20–30%., ,,,77.0,86.0,,,"2500 or more, or no clouds.",,,16.0,57.0,,,,,,,
28.07.2020 23:00,80.0,757.1,757.6,1.5,47,Wind blowing from the west-northwest,4,,,50%, ,,,,,,,2000-2500,,,16.0,58.0,,,,,,,
28.07.2020 20:00,86.0,755.6,756.1,1.0,43,Wind blowing from the west-northwest,7,10,,50%, ,,,79.0,95.0,,,2000-2500,,,16.0,61.0,,,,,,,
28.07.2020 17:00,91.0,754.6,755.1,0.8,41,Wind blowing from the west,6,,,70 – 80%., ,,,,,,,1500-2000,,,16.0,64.0,,,,,,,
28.07.2020 14:00,93.0,753.8,754.3,-1.0,42,Wind blowing from the west,6,9,,70 – 80%., ,,,84.0,95.0,,,1500-2000,,,16.0,67.0,,,,,,,
28.07.2020 11:00,91.0,754.8,755.3,0.5,50,Wind blowing from the west,4,9,,20–30%., ,,,,,,,1500-2000,,,16.0,70.0,,,,,,,
28.07.2020 08:00,84.0,754.3,754.8,1.0,63,Wind blowing from the west-southwest,4,,,20–30%., ,,,79.0,95.0,,,"2500 or more, or no clouds.",,,16.0,70.0,,,,,,,
28.07.2020 05:00,80.0,753.3,753.8,0.2,67,Wind blowing from the west-southwest,5,,,20–30%., ,,,,,,,"2500 or more, or no clouds.",,,16.0,68.0,,,,,,,
28.07.2020 02:00,81.0,753.1,753.7,-0.5,62,Wind blowing from the south-west,5,,,20–30%., ,,,75.0,90.0,,,"2500 or more, or no clouds.",,,16.0,67.0,,,,,,,
27.07.2020 23:00,84.0,753.6,754.1,0.5,55,Wind blowing from the south-west,5,,,50%, ,,,,,,,"2500 or more, or no clouds.",,,16.0,66.0,,,,,,,
27.07.2020 20:00,90.0,753.1,753.6,-0.2,44,Wind blowing from the south-west,6,,,70 – 80%., ,,,75.0,95.0,,,"2500 or more, or no clouds.",,,16.0,65.0,,,,,,,
27.07.2020 17:00,95.0,753.3,753.7,-1.0,36,Wind blowing from the west,5,,,70 – 80%., ,,,,,,,1500-2000,,,16.0,64.0,,,,,,,
27.07.2020 14:00,94.0,754.3,754.8,-1.0,38,Wind blowing from the west,6,,,50%, ,,,81.0,95.0,,,1500-2000,,,16.0,65.0,,,,,,,
27.07.2020 11:00,89.0,755.3,755.9,-0.5,48,Wind blowing from the west-southwest,5,,,70 – 80%., ,,,,,,,"2500 or more, or no clouds.",,,16.0,67.0,,,,,,,
27.07.2020 08:00,81.0,755.8,756.4,0.2,58,Wind blowing from the west,5,,,70 – 80%., ,,,75.0,91.0,,,"2500 or more, or no clouds.",,,16.0,65.0,,,,,,,
27.07.2020 05:00,76.0,755.6,756.1,-0.2,67,Wind blowing from the west-southwest,4,,,70 – 80%., ,,,,,,,"2500 or more, or no clouds.",,,16.0,64.0,,,,,,,
27.07.2020 02:00,80.0,755.8,756.3,-0.8,58,Wind blowing from the west,5,,,70 – 80%., ,,,73.0,86.0,,,"2500 or more, or no clouds.",,,16.0,64.0,,,,,,,
26.07.2020 23:00,83.0,756.6,757.1,-0.3,49,Wind blowing from the west,7,,,70 – 80%., ,,,,,,,"2500 or more, or no clouds.",,,16.0,62.0,,,,,,,
26.07.2020 20:00,86.0,756.9,757.3,-0.2,45,Wind blowing from the west,4,,,100%, ,,,73.0,91.0,,,"2500 or more, or no clouds.",,,16.0,62.0,,,,,,,
26.07.2020 17:00,88.0,757.1,757.7,-0.8,39,Wind blowing from the west,7,,,70 – 80%., ,,,,,,,"2500 or more, or no clouds.",,,16.0,60.0,,,,,,,
26.07.2020 14:00,89.0,757.9,758.5,-1.8,38,Wind blowing from the west,6,,,50%, ,,,74.0,90.0,,,"2500 or more, or no clouds.",,,16.0,60.0,,,,,,,
26.07.2020 11:00,86.0,759.7,760.2,-0.7,40,Wind blowing from the west,7,11,,50%, ,,,,,,,"2500 or more, or no clouds.",,,16.0,59.0,,,,,,,
26.07.2020 08:00,79.0,760.4,760.9,-0.2,62,Wind blowing from the west,6,,,50%, ,,,73.0,84.0,,,1000-1500,,,16.0,65.0,,,,,,,
26.07.2020 05:00,74.0,760.6,761.2,-0.6,79,Wind blowing from the west-southwest,5,,,50%, ,,,,,,,"2500 or more, or no clouds.",,,16.0,67.0,,,,,,,
26.07.2020 02:00,76.0,761.2,761.7,0.0,69,Wind blowing from the south-west,5,,,20–30%., ,,,68.0,82.0,,,2000-2500,,,16.0,65.0,,,,,,,
25.07.2020 23:00,78.0,761.2,761.8,0.3,58,Wind blowing from the south-west,4,,,20–30%., ,,,,,,,"2500 or more, or no clouds.",,,16.0,62.0,,,,,,,
25.07.2020 20:00,74.0,760.9,761.4,-0.3,74,"Calm, no wind",0,,,50%, ,,,68.0,84.0,,,"2500 or more, or no clouds.",,,16.0,65.0,,,,,,,
25.07.2020 17:00,82.0,761.2,761.7,-1.2,51,Wind blowing from the east,5,,,100%, ,,,,,,,2000-2500,,,16.0,62.0,,,,,,,
25.07.2020 14:00,84.0,762.4,762.9,-1.1,49,Wind blowing from the east-southeast,5,,,70 – 80%., ,,,72.0,84.0,,,1500-2000,,,16.0,63.0,,,,,,,
25.07.2020 11:00,78.0,763.5,763.9,0.3,71,Wind blowing from the east-southeast,4,,,70 – 80%., ,,,,,,,1000-1500,,,16.0,68.0,,,,,,,
25.07.2020 08:00,76.0,763.2,763.9,0.2,72,Wind blowing from the west-northwest,3,,,50%, ,,,68.0,79.0,,,1500-2000,,,16.0,66.0,,,,,,,
25.07.2020 05:00,70.0,763.0,763.4,-0.5,87,Wind blowing from the west,2,,,20–30%., ,,,,,,,"2500 or more, or no clouds.",,,16.0,66.0,,,,,,,
25.07.2020 02:00,72.0,763.5,763.9,0.0,79,Wind blowing from the west-southwest,3,,,20–30%., ,,,70.0,74.0,,,"2500 or more, or no clouds.",,,16.0,65.0,,,,,,,
24.07.2020 23:00,72.0,763.5,763.9,0.3,73,Wind blowing from the south-west,3,,,50%, ,,,,,,,"2500 or more, or no clouds.",,,16.0,63.0,,,,,,,
24.07.2020 20:00,72.0,763.2,763.7,-0.3,73,Wind blowing from the east,2,,,70 – 80%., ,,,71.0,79.0,,,1500-2000,,,16.0,63.0,,,,,,,
24.07.2020 17:00,75.0,763.5,763.9,-0.4,66,Wind blowing from the east-southeast,4,,,70 – 80%., ,,,,,,,1500-2000,,,16.0,63.0,,,,,,,
24.07.2020 14:00,77.0,763.9,764.4,0.0,66,Wind blowing from the south-east,5,,,70 – 80%., ,,,69.0,79.0,,,1000-1500,,,16.0,65.0,,,,,,,
24.07.2020 11:00,77.0,763.9,764.4,0.9,64,Wind blowing from the east,4,,,70 – 80%., ,,,,,,,1000-1500,,,16.0,64.0,,,,,,,
24.07.2020 08:00,73.0,763.0,763.5,1.1,74,Wind blowing from the north-northwest,4,,,70 – 80%., ,,,71.0,,,,1500-2000,,,16.0,64.0,,,,,,,
24.07.2020 05:00,72.0,761.9,762.5,0.7,82,Wind blowing from the north-northwest,4,,,70 – 80%., ,,,,,,,"2500 or more, or no clouds.",,,16.0,66.0,,,,,,,
24.07.2020 02:00,74.0,761.2,761.5,0.0,85,Wind blowing from the north-west,4,,,70 – 80%., ,,,68.0,76.0,,,1000-1500,,,16.0,69.0,,,,,,,
23.07.2020 23:00,72.0,761.2,761.6,0.8,91,Wind blowing from the south,3,,,100%, ,,,,,,,1000-1500,,,16.0,69.0,,,,,,,
23.07.2020 20:00,71.0,760.4,761.0,,90,Wind blowing from the south,3,,,70 – 80%., ,,,68.0,89.0,,,600-1000,,,16.0,68.0,14.0,6,,,,,
23.07.2020 14:00,88.0,759.9,760.4,-1.0,57,Wind blowing from the south-west,7,,,70 – 80%.,"Thunderstorm, slight or moderate, without hail, but with rain and/or snow at time of observation. ",,,70.0,89.0,,,1000-1500,,,16.0,71.0,,,,,,,
23.07.2020 11:00,82.0,760.9,761.3,-0.5,72,Wind blowing from the west-southwest,4,,,20–30%., ,,,,,,,1500-2000,,,16.0,72.0,,,,,,,
23.07.2020 08:00,76.0,761.4,761.8,0.5,88,Wind blowing from the west-southwest,5,,,70 – 80%., ,,,68.0,79.0,,,200-300,,,16.0,72.0,,,,,,,
23.07.2020 05:00,73.0,760.9,761.4,0.3,96,Wind blowing from the south-southwest,3,,,70 – 80%.,Mist. ,,,,,,,100-200,,,8.0,72.0,,,,,,,
23.07.2020 02:00,68.0,760.6,761.2,-0.6,100,"Calm, no wind",0,,,100%,Fog or ice fog in patches. ,,,68.0,78.0,,,50-100,,,0.8,68.0,7.0,6,,,,,
22.07.2020 23:00,69.0,761.2,761.8,-0.2,96,Wind blowing from the north-northeast,3,,,100%,"Rain, not freezing, continuous, slight at time of observation. ",,,,,,,300-600,,,12.0,68.0,2.0,3,,,,,
22.07.2020 20:00,70.0,761.4,762.1,-0.5,82,Wind blowing from the east-northeast,4,,,70 – 80%.,"Rain, not freezing, continuous, slight at time of observation. ",,,69.0,76.0,,,300-600,,,16.0,64.0,Trace of precipitation,6,,,,,
22.07.2020 17:00,73.0,761.9,762.4,-1.3,79,Wind blowing from the east,6,,,50%, ,,,,,,,1000-1500,,,16.0,66.0,,,,,,,
22.07.2020 14:00,75.0,763.2,763.6,-0.5,69,Wind blowing from the east,3,,,70 – 80%., ,,,68.0,78.0,,,1000-1500,,,16.0,64.0,0.8,6,,,,,
22.07.2020 11:00,72.0,763.7,764.2,0.5,73,Wind blowing from the north-east,3,,,100%, ,,,,,,,1000-1500,,,16.0,63.0,0.8,3,,,,,
22.07.2020 08:00,69.0,763.2,763.6,0.8,78,Wind blowing from the north-northeast,5,,,100%,"Rain, not freezing, continuous, slight at time of observation. ",,,69.0,90.0,,,1000-1500,,,16.0,62.0,0.5,6,,,,,
22.07.2020 05:00,72.0,762.4,763.0,0.5,68,Wind blowing from the north-northeast,3,,,70 – 80%., ,,,,,,,"2500 or more, or no clouds.",,,16.0,61.0,,,,,,,
22.07.2020 02:00,78.0,761.9,762.4,0.2,42,Wind blowing from the west-northwest,4,,,70 – 80%., ,,,74.0,85.0,,,2000-2500,,,16.0,53.0,,,,,,,
21.07.2020 23:00,81.0,761.7,762.2,0.8,34,Wind blowing from the west,4,,,20–30%., ,,,,,,,"2500 or more, or no clouds.",,,16.0,50.0,,,,,,,
21.07.2020 20:00,85.0,760.9,761.5,0.5,43,Wind blowing from the west,4,,,20–30%., ,,,74.0,90.0,,,1500-2000,,,16.0,60.0,,,,,,,
21.07.2020 17:00,89.0,760.4,760.9,-0.2,38,Wind blowing from the west,5,,,70 – 80%., ,,,,,,,1500-2000,,,16.0,60.0,,,,,,,
21.07.2020 14:00,88.0,760.6,761.2,-0.3,38,Wind blowing from the west,5,,,70 – 80%., ,,,79.0,89.0,,,1500-2000,,,16.0,59.0,,,,,,,
21.07.2020 11:00,86.0,760.9,761.3,0.3,39,Wind blowing from the west-northwest,3,,,50%, ,,,,,,,1500-2000,,,16.0,58.0,,,,,,,
21.07.2020 08:00,79.0,760.6,761.2,0.9,50,Wind blowing from the west-northwest,6,,,20–30%., ,,,74.0,93.0,,,2000-2500,,,16.0,59.0,,,,,,,
21.07.2020 05:00,75.0,759.7,760.0,1.1,55,Wind blowing from the west,4,,,20–30%., ,,,,,,,"2500 or more, or no clouds.",,,16.0,58.0,,,,,,,
21.07.2020 02:00,78.0,758.6,759.1,1.0,54,Wind blowing from the west,5,,,50%, ,,,75.0,89.0,,,2000-2500,,,16.0,60.0,,,,,,,
20.07.2020 23:00,83.0,757.6,758.2,1.8,48,Wind blowing from the west-northwest,5,,,50%, ,,,,,,,1500-2000,,,16.0,61.0,,,,,,,
